transaction_id,date,timestamp,company_name,ticker_symbol,sector,country,currency,transaction_type,price_per_share,volume,transaction_value,market_cap_msek,pe_ratio,earnings_msek,revenue_msek,debt_to_equity,return_on_equity,dividend_yield,beta,sharpe_ratio,daily_return,spread_pct,portfolio_type,risk_rating,analyst_rating,esg_score,credit_rating,var_95,liquidity_score,quarter,fiscal_year
TXN101808,2021-11-02,2021-11-02 09:58:29,Spotify,SPOT,Technology,Sweden,SEK,SELL,288858.34,277,80013761.25,425873.47,28.57,14908.13,236737.68,1.733,0.2473,0.0449,0.663,2.335,0.013614,0.0187,EQUITY,VERY_HIGH,HOLD,44.3,BB+,1675224.94,8.2,Q4,2021
TXN101807,2021-11-02,2021-11-02 12:36:01,Boliden,BOLI,Materials,Sweden,SEK,BUY,41261.79,1039,42871004.15,80281.43,19.21,4178.35,27064.08,0.599,0.1318,0.005,0.542,1.078,0.001296,0.0052,GROWTH,HIGH,BUY,93.0,BBB,1475901.53,9.9,Q4,2021
TXN101806,2021-11-02,2021-11-02 11:38:20,Nordea Bank,NORD,Financials,Finland,EUR,BUY,558134.05,10511,5866547002.8,413586.5,8.23,50236.11,398499.78,0.615,0.2167,0.0146,1.606,2.146,-0.007161,0.0054,GROWTH,MEDIUM,HOLD,73.3,A-,33374933.0,8.5,Q4,2021
TXN101804,2021-11-02,2021-11-02 09:51:31,Atlas Copco,ATLA,Industrials,Sweden,SEK,RIGHTS_ISSUE,286567.01,4515,1293850042.48,519735.57,18.33,28359.48,139614.81,2.252,0.1512,0.0317,1.471,0.486,0.040379,0.0026,FIXED_INCOME,MEDIUM,BUY,86.6,BBB+,27918015.61,9.9,Q4,2021
TXN101803,2021-11-02,2021-11-02 14:52:20,Investor AB,INVE,Financials,Sweden,SEK,SELL,930887.9,10586,9854379313.17,846931.43,15.91,53224.92,218922.5,1.574,0.2595,0.0516,1.76,1.656,0.004965,0.0037,GROWTH,HIGH,SELL,50.5,A,293969645.39,3.5,Q4,2021
TXN101805,2021-11-02,2021-11-02 13:26:07,Alfa Laval,ALFA,Industrials,Sweden,SEK,SELL,116851.41,4789,559601386.96,172771.95,13.73,12586.21,107518.28,2.235,0.2055,0.0241,1.858,-0.22,0.011066,0.0145,EQUITY,MEDIUM,HOLD,68.0,BBB+,15147575.66,6.1,Q4,2021
TXN101809,2021-11-03,2021-11-03 15:02:57,Spotify,SPOT,Technology,Sweden,SEK,DIVIDEND,348599.3,17028,5935948906.18,290186.43,45.4,6391.94,33594.78,0.683,0.301,0.0507,1.452,2.263,-0.028891,0.0196,FIXED_INCOME,VERY_HIGH,BUY,31.6,A-,159698432.07,8.1,Q4,2021
TXN101810,2021-11-03,2021-11-03 09:21:41,Electrolux,ELEC,Consumer Discretionary,Sweden,SEK,BUY,33726.41,1186,39999523.96,51640.35,28.02,1843.03,9700.84,1.337,0.2287,0.0508,0.969,1.07,0.000193,0.0091,VALUE,MEDIUM,BUY,57.6,A+,625577.02,9.6,Q4,2021
TXN101811,2021-11-03,2021-11-03 16:06:53,Volvo AB,VOLV,Industrials,Sweden,SEK,DIVIDEND,223702.86,1858,415639921.37,419273.84,14.24,29449.72,203891.24,2.474,0.2431,0.0076,1.186,0.905,0.010683,0.0199,EQUITY,MEDIUM,BUY,66.3,BBB-,15173913.37,5.0,Q4,2021
TXN101812,2021-11-03,2021-11-03 13:20:48,Investor AB,INVE,Financials,Sweden,SEK,SELL,993296.09,1116,1108518434.04,722764.37,12.55,57584.08,273240.4,0.788,0.2581,0.0243,0.547,0.739,-0.030313,0.0037,MIXED,MEDIUM,BUY,41.8,BBB,3665465.61,4.1,Q4,2021
TXN101813,2021-11-05,2021-11-05 10:35:49,Telia Company,TELI,Communication Services,Sweden,SEK,BUY,74126.83,2338,173308529.59,138988.39,13.19,10537.5,48767.18,1.33,0.0516,0.0158,1.112,0.443,-0.001044,0.0161,GROWTH,MEDIUM,SELL,35.5,BBB+,1537090.63,4.9,Q4,2021
TXN101818,2021-11-06,2021-11-06 11:05:12,Investor AB,INVE,Financials,Sweden,SEK,DIVIDEND,791528.66,4301,3404364778.49,887792.38,14.55,60998.08,352442.46,1.056,0.0761,0.0013,1.142,0.944,0.013951,0.0055,FIXED_INCOME,MEDIUM,BUY,37.2,BB+,45806522.25,7.4,Q4,2021
TXN101817,2021-11-06,2021-11-06 10:20:55,Volvo AB,VOLV,Industrials,Sweden,SEK,SPLIT,566471.83,5562,3150716300.15,565239.74,15.66,36099.33,218027.05,1.988,0.1972,0.0498,0.697,1.702,0.007083,0.0115,FIXED_INCOME,LOW,HOLD,32.6,BBB,1557666.61,9.1,Q4,2021
TXN101816,2021-11-06,2021-11-06 09:14:03,SSAB,SSAB,Materials,Sweden,SEK,DIVIDEND,80072.14,8578,686858845.16,79750.25,17.42,4578.14,71735.04,1.15,0.148,0.0548,0.779,0.455,0.00957,0.0022,EQUITY,LOW,STRONG_SELL,34.9,A-,21268457.46,5.0,Q4,2021
TXN101815,2021-11-06,2021-11-06 10:53:23,Essity,ESSI,Consumer Staples,Sweden,SEK,SELL,319980.99,775,247985270.54,166748.06,27.69,6022.92,29310.54,1.87,0.3374,0.0244,1.578,0.119,-0.003381,0.0098,GROWTH,MEDIUM,STRONG_BUY,64.0,BBB+,8877172.05,3.2,Q4,2021
TXN101814,2021-11-06,2021-11-06 09:25:19,IKEA Holding,IKEA,Consumer Discretionary,Netherlands,EUR,DIVIDEND,74157.28,20712,1535945516.02,134279.3,22.2,6047.33,59826.36,1.079,0.2241,0.0439,1.408,1.535,-0.044463,0.0035,GROWTH,LOW,BUY,48.7,BB,31287312.77,5.4,Q4,2021
TXN101819,2021-11-07,2021-11-07 09:59:44,Telia Company,TELI,Communication Services,Sweden,SEK,BUY,100888.6,12878,1299243386.27,111375.72,21.72,5127.25,80522.21,0.716,0.3287,0.0343,1.16,0.25,-0.011825,0.0049,VALUE,LOW,STRONG_SELL,56.6,AA+,19428062.21,7.7,Q4,2021
TXN101820,2021-11-07,2021-11-07 09:07:03,Ericsson,ERIC,Technology,Sweden,SEK,BUY,214643.09,11068,2375669706.33,408619.38,38.94,10494.58,53123.31,0.258,0.2123,0.0068,1.154,1.873,0.007162,0.0043,MIXED,MEDIUM,STRONG_BUY,89.6,BBB-,53533428.24,6.3,Q4,2021
TXN101821,2021-11-07,2021-11-07 13:21:44,Spotify,SPOT,Technology,Sweden,SEK,BUY,371678.71,1517,563836602.08,513373.33,36.19,14183.79,173197.23,1.917,0.0504,0.0348,1.797,0.164,-0.034271,0.0121,EQUITY,HIGH,HOLD,44.7,AA+,25064222.64,3.3,Q4,2021
TXN101822,2021-11-07,2021-11-07 13:44:10,SSAB,SSAB,Materials,Sweden,SEK,SELL,41670.37,14338,597469802.52,51608.37,13.83,3732.62,17788.29,1.644,0.0814,0.0533,1.876,0.475,-0.010937,0.0158,GROWTH,MEDIUM,STRONG_SELL,80.9,BBB,5298820.76,9.0,Q4,2021
TXN101825,2021-11-08,2021-11-08 12:36:30,Nordea Bank,NORD,Financials,Finland,EUR,BUY,177042.94,6156,1089876355.34,304782.54,12.64,24114.65,189474.66,0.602,0.2025,0.0276,1.436,0.256,0.0166,0.0053,VALUE,HIGH,BUY,67.4,BBB-,33183434.53,4.6,Q4,2021
TXN101826,2021-11-08,2021-11-08 14:49:46,Alfa Laval,ALFA,Industrials,Sweden,SEK,BUY,76179.17,1749,133237364.97,120354.11,23.52,5117.66,22909.22,2.362,0.1952,0.0246,1.499,0.75,-0.000902,0.0095,MIXED,LOW,STRONG_BUY,91.8,A-,2827239.62,3.6,Q4,2021
TXN101823,2021-11-08,2021-11-08 16:07:08,SEB,SEB,Financials,Sweden,SEK,BUY,436425.28,3046,1329351407.99,287255.51,12.67,22670.53,172751.15,1.626,0.172,0.0088,0.66,2.273,0.043446,0.0032,VALUE,MEDIUM,HOLD,38.5,BBB,21348755.02,7.7,Q4,2021
TXN101824,2021-11-08,2021-11-08 15:40:28,IKEA Holding,IKEA,Consumer Discretionary,Netherlands,EUR,DIVIDEND,137299.45,4564,626634684.92,166638.94,29.27,5693.7,39296.76,0.821,0.2491,0.0223,0.828,0.726,-0.039111,0.0126,FIXED_INCOME,HIGH,SELL,33.8,BBB+,5921787.71,8.5,Q4,2021
TXN101827,2021-11-09,2021-11-09 10:16:49,Alfa Laval,ALFA,Industrials,Sweden,SEK,BUY,118387.35,366,43329770.14,176430.56,20.82,8472.99,55822.34,0.711,0.2053,0.0041,1.021,1.069,0.015811,0.0092,FIXED_INCOME,MEDIUM,HOLD,86.8,BBB+,931997.94,8.2,Q4,2021
TXN101828,2021-11-09,2021-11-09 14:35:53,Spotify,SPOT,Technology,Sweden,SEK,RIGHTS_ISSUE,263262.99,14763,3886551579.48,442486.91,44.29,9990.24,44912.86,1.446,0.2298,0.0267,0.718,1.161,-0.009436,0.0011,EQUITY,MEDIUM,BUY,73.8,BBB,54570895.6,4.9,Q4,2021
TXN101829,2021-11-09,2021-11-09 10:04:31,Sandvik,SAND,Industrials,Sweden,SEK,BUY,120657.75,4620,557438794.53,208337.61,17.86,11664.13,113441.78,0.981,0.3223,0.0201,1.678,1.378,-0.019256,0.0153,FIXED_INCOME,LOW,STRONG_BUY,59.0,A,10216255.05,8.6,Q4,2021
TXN101830,2021-11-10,2021-11-10 09:42:13,Ericsson,ERIC,Technology,Sweden,SEK,DIVIDEND,307336.06,13966,4292255456.32,309594.96,44.6,6941.58,63669.26,2.345,0.2372,0.0478,0.505,0.851,-0.006875,0.0148,FIXED_INCOME,HIGH,BUY,94.4,BB+,97075047.16,8.6,Q4,2021
TXN101831,2021-11-10,2021-11-10 12:31:06,Essity,ESSI,Consumer Staples,Sweden,SEK,BUY,131905.14,13199,1741015925.54,234285.24,18.08,12955.38,183833.99,1.573,0.052,0.0545,1.234,0.273,0.018606,0.012,GROWTH,LOW,SELL,68.1,BBB,37781899.39,5.2,Q4,2021
TXN101832,2021-11-10,2021-11-10 14:48:19,IKEA Holding,IKEA,Consumer Discretionary,Netherlands,EUR,SELL,53660.31,257,13790699.85,106160.58,17.1,6207.64,80311.8,1.614,0.0817,0.0342,1.382,2.212,-0.014072,0.0126,FIXED_INCOME,HIGH,STRONG_BUY,50.1,AA-,477722.16,8.1,Q4,2021
TXN101833,2021-11-10,2021-11-10 10:58:08,Essity,ESSI,Consumer Staples,Sweden,SEK,RIGHTS_ISSUE,300658.66,8836,2656619937.87,233978.36,27.59,8479.18,106691.02,1.201,0.1512,0.0233,1.63,1.484,-0.012483,0.0012,FIXED_INCOME,MEDIUM,SELL,94.3,A-,14015985.8,9.0,Q4,2021
TXN101837,2021-11-11,2021-11-11 10:09:29,Spotify,SPOT,Technology,Sweden,SEK,DIVIDEND,327688.14,5333,1747560840.12,479046.84,52.2,9177.79,47025.97,0.29,0.0899,0.0562,0.622,-0.264,-0.014122,0.0198,VALUE,LOW,SELL,33.2,A-,47658941.36,5.4,Q4,2021
TXN101835,2021-11-11,2021-11-11 12:49:25,SSAB,SSAB,Materials,Sweden,SEK,BUY,67007.57,1431,95887831.45,42428.5,19.81,2141.39,30206.91,0.309,0.0635,0.013,1.369,1.017,0.015682,0.0158,VALUE,LOW,HOLD,80.5,BB+,1912134.24,5.9,Q4,2021
TXN101834,2021-11-11,2021-11-11 15:28:55,Sandvik,SAND,Industrials,Sweden,SEK,SELL,343672.07,4610,1584328232.99,354173.29,20.62,17179.08,95555.64,1.037,0.0728,0.0485,0.935,2.047,-0.006884,0.0189,MIXED,MEDIUM,HOLD,56.7,BBB-,37228430.22,4.5,Q4,2021
TXN101836,2021-11-11,2021-11-11 13:27:10,Atlas Copco,ATLA,Industrials,Sweden,SEK,RIGHTS_ISSUE,981128.2,23594,23148738634.16,830770.73,19.95,41651.14,382542.67,1.498,0.3476,0.051,0.922,2.359,-0.024009,0.0138,EQUITY,HIGH,STRONG_BUY,89.4,A-,710186889.28,5.9,Q4,2021
TXN101838,2021-11-12,2021-11-12 12:01:57,Nordea Bank,NORD,Financials,Finland,EUR,SELL,309204.91,3354,1037073276.76,385743.54,13.4,28797.07,181909.18,2.173,0.1911,0.0507,1.045,0.024,0.001233,0.0053,EQUITY,HIGH,HOLD,38.4,BBB-,31142378.53,3.4,Q4,2021
TXN101839,2021-11-13,2021-11-13 13:01:30,Essity,ESSI,Consumer Staples,Sweden,SEK,SELL,208956.56,9490,1982997750.91,172226.78,23.33,7383.42,136793.45,1.386,0.1681,0.0464,1.745,1.555,-0.013214,0.0184,FIXED_INCOME,MEDIUM,HOLD,93.4,BBB-,18889876.94,9.7,Q4,2021
TXN101840,2021-11-13,2021-11-13 14:16:07,SKF,SKF,Industrials,Sweden,SEK,RIGHTS_ISSUE,88700.98,6459,572919600.43,126258.87,15.13,8345.1,56449.68,0.361,0.336,0.0344,0.868,0.377,0.003682,0.0107,GROWTH,MEDIUM,STRONG_BUY,53.3,A-,7279643.98,3.5,Q4,2021
TXN101841,2021-11-13,2021-11-13 14:27:13,Electrolux,ELEC,Consumer Discretionary,Sweden,SEK,SPLIT,52401.29,16833,882070983.67,49452.81,18.39,2689.1,38919.03,0.611,0.175,0.0443,0.909,0.808,-0.003406,0.0097,EQUITY,LOW,BUY,45.2,BBB-,18724230.8,7.2,Q4,2021
TXN101842,2021-11-13,2021-11-13 15:32:21,SEB,SEB,Financials,Sweden,SEK,BUY,480798.7,16670,8014914384.23,240828.29,15.33,15714.08,109292.87,1.863,0.2981,0.0194,1.227,0.282,0.013621,0.0088,GROWTH,MEDIUM,STRONG_BUY,84.4,AA+,182190670.55,8.4,Q4,2021
TXN101843,2021-11-14,2021-11-14 13:23:06,Ericsson,ERIC,Technology,Sweden,SEK,BUY,192696.16,5385,1037668836.2,275948.71,44.65,6179.99,60013.32,1.679,0.1819,0.0003,1.215,1.454,0.01086,0.0193,GROWTH,LOW,HOLD,87.5,A,11895854.69,3.2,Q4,2021
TXN101844,2021-11-14,2021-11-14 15:12:18,Ericsson,ERIC,Technology,Sweden,SEK,SELL,168791.79,6965,1175634835.45,259512.35,57.91,4481.31,18539.06,2.069,0.1552,0.0086,1.393,1.44,-0.021568,0.0061,GROWTH,HIGH,HOLD,35.9,A+,32364845.08,9.9,Q4,2021
TXN101846,2021-11-16,2021-11-16 16:33:27,SKF,SKF,Industrials,Sweden,SEK,BUY,110821.86,4338,480745240.48,141333.45,22.8,6199.72,40548.78,0.775,0.2583,0.0554,1.762,0.095,0.016605,0.0169,VALUE,LOW,BUY,90.6,A,13965265.36,9.0,Q4,2021
TXN101845,2021-11-16,2021-11-16 11:38:17,Atlas Copco,ATLA,Industrials,Sweden,SEK,SELL,440717.19,2629,1158645499.32,653187.53,16.54,39482.02,220837.62,1.171,0.2935,0.0259,1.359,0.463,-0.027418,0.0189,GROWTH,MEDIUM,HOLD,38.6,BBB,41141168.34,9.7,Q4,2021
TXN101847,2021-11-17,2021-11-17 12:07:14,Nordea Bank,NORD,Financials,Finland,EUR,SELL,824501.5,5489,4525688718.36,470540.43,17.28,27223.88,126675.03,1.872,0.1662,0.0431,1.702,1.76,-0.020338,0.0125,EQUITY,MEDIUM,STRONG_SELL,69.5,BB,78566666.82,7.6,Q4,2021
TXN101848,2021-11-17,2021-11-17 09:36:17,Nordea Bank,NORD,Financials,Finland,EUR,BUY,193945.35,4405,854329262.7,346322.92,11.46,30216.19,132220.39,1.533,0.0809,0.0187,0.614,1.168,-0.030635,0.0108,EQUITY,LOW,BUY,89.1,A,26492416.81,5.4,Q4,2021
TXN101849,2021-11-17,2021-11-17 10:17:14,Sandvik,SAND,Industrials,Sweden,SEK,BUY,508024.71,8811,4476205677.67,291954.5,14.35,20342.02,84843.25,2.347,0.1174,0.0332,0.706,1.524,-0.004098,0.0168,EQUITY,MEDIUM,BUY,79.6,BBB+,88488609.66,3.9,Q4,2021
TXN101850,2021-11-17,2021-11-17 15:25:06,SSAB,SSAB,Materials,Sweden,SEK,SELL,64949.06,2187,142043593.08,66666.68,11.82,5639.54,83714.76,1.432,0.0543,0.0266,0.768,0.605,0.053737,0.0128,GROWTH,VERY_HIGH,HOLD,31.6,AA,3501164.32,7.5,Q4,2021
TXN101851,2021-11-17,2021-11-17 16:13:10,Sandvik,SAND,Industrials,Sweden,SEK,SELL,228038.81,7643,1742900652.84,273818.51,13.69,19995.97,85722.94,0.667,0.0931,0.0376,1.283,1.228,-0.005053,0.0192,MIXED,LOW,HOLD,42.3,A,27841390.08,3.1,Q4,2021
TXN101852,2021-11-18,2021-11-18 13:45:38,Atlas Copco,ATLA,Industrials,Sweden,SEK,SPLIT,685460.0,12598,8635425077.5,585701.75,22.34,26214.51,198170.25,2.465,0.2537,0.0446,0.788,2.012,-0.018015,0.0043,MIXED,HIGH,BUY,34.0,A-,167744362.75,7.4,Q4,2021
TXN101855,2021-11-19,2021-11-19 14:43:04,Sandvik,SAND,Industrials,Sweden,SEK,BUY,203315.7,2445,497106879.17,309978.36,17.76,17449.89,112355.48,0.875,0.3214,0.0477,1.702,0.799,0.036854,0.0038,FIXED_INCOME,HIGH,SELL,69.1,BBB+,12760390.41,4.6,Q4,2021
TXN101854,2021-11-19,2021-11-19 13:54:58,SSAB,SSAB,Materials,Sweden,SEK,SELL,37015.12,7217,267138152.08,56031.4,13.69,4093.46,70528.49,1.015,0.2693,0.0142,0.676,1.021,0.007805,0.0078,GROWTH,HIGH,SELL,92.5,A-,1467270.58,9.7,Q4,2021
TXN101853,2021-11-19,2021-11-19 10:11:32,Spotify,SPOT,Technology,Sweden,SEK,BUY,183328.42,3696,677581850.9,304968.52,27.08,11261.11,49610.46,1.301,0.2712,0.0009,1.232,0.477,0.006395,0.0095,EQUITY,MEDIUM,SELL,30.2,BB+,18374850.08,8.7,Q4,2021
TXN101856,2021-11-20,2021-11-20 14:57:29,Swedbank,SWED,Financials,Sweden,SEK,SELL,234360.59,1242,291075857.14,284192.42,15.68,18124.42,337274.13,1.991,0.208,0.0562,1.996,1.49,-0.011925,0.009,FIXED_INCOME,LOW,HOLD,66.1,BBB-,8140316.14,4.0,Q4,2021
TXN101857,2021-11-20,2021-11-20 16:27:21,SEB,SEB,Financials,Sweden,SEK,SELL,175274.2,12550,2199691226.63,329736.13,11.83,27866.88,194014.58,2.166,0.0995,0.0139,1.269,0.729,0.028326,0.0041,EQUITY,LOW,BUY,90.3,A,74324451.2,6.6,Q4,2021
TXN101858,2021-11-21,2021-11-21 13:56:04,Volvo AB,VOLV,Industrials,Sweden,SEK,DIVIDEND,702522.33,1431,1005309453.28,400985.43,17.69,22664.75,128700.32,1.854,0.2436,0.0072,0.957,1.701,0.003841,0.0195,FIXED_INCOME,MEDIUM,HOLD,71.0,A-,8120639.95,8.8,Q4,2021
TXN101859,2021-11-22,2021-11-22 14:30:37,Swedbank,SWED,Financials,Sweden,SEK,SELL,113995.02,3931,448114442.36,223865.79,13.05,17160.52,73274.64,0.873,0.067,0.055,0.826,0.637,-0.049318,0.0194,EQUITY,MEDIUM,HOLD,83.2,AA-,10985059.3,7.8,Q4,2021
TXN101860,2021-11-22,2021-11-22 12:30:07,Volvo AB,VOLV,Industrials,Sweden,SEK,SELL,440307.4,8845,3894518952.22,517875.39,17.73,29206.68,163770.51,1.896,0.0868,0.0154,0.791,2.024,0.000853,0.0144,GROWTH,HIGH,SELL,43.5,A,46110747.45,5.9,Q4,2021
TXN101861,2021-11-22,2021-11-22 13:53:14,Ericsson,ERIC,Technology,Sweden,SEK,SPLIT,88161.37,5490,484005938.32,175723.06,40.08,4384.19,45803.29,2.323,0.1453,0.034,0.723,0.803,-0.052734,0.0072,EQUITY,LOW,BUY,71.9,A-,13347641.42,4.8,Q4,2021
TXN101862,2021-11-22,2021-11-22 11:48:09,SKF,SKF,Industrials,Sweden,SEK,SELL,118874.12,10822,1286455673.66,122961.9,23.02,5342.22,31484.45,2.334,0.2849,0.0357,1.859,1.301,0.047441,0.0134,VALUE,LOW,HOLD,62.9,A+,46362186.55,9.0,Q4,2021
TXN101863,2021-11-23,2021-11-23 13:51:47,Nordea Bank,NORD,Financials,Finland,EUR,SELL,266856.4,1014,270592392.01,385626.91,14.37,26834.49,139157.97,1.082,0.2937,0.0002,1.392,1.341,0.014425,0.0096,EQUITY,HIGH,BUY,51.7,A-,8336860.06,6.4,Q4,2021
TXN101864,2021-11-23,2021-11-23 16:47:22,IKEA Holding,IKEA,Consumer Discretionary,Netherlands,EUR,BUY,151854.95,347,52693666.96,156245.83,24.76,6310.71,33610.38,0.997,0.1743,0.0338,0.941,0.127,-0.027954,0.013,GROWTH,MEDIUM,BUY,85.3,BBB+,655592.23,6.8,Q4,2021
TXN101867,2021-11-24,2021-11-24 16:07:17,IKEA Holding,IKEA,Consumer Discretionary,Netherlands,EUR,SELL,121913.9,2181,265894208.77,129855.84,21.71,5980.4,31705.8,1.179,0.1718,0.0456,0.508,1.537,0.002944,0.0084,VALUE,LOW,BUY,58.4,BBB+,9074086.05,7.5,Q4,2021
TXN101865,2021-11-24,2021-11-24 16:16:23,Electrolux,ELEC,Consumer Discretionary,Sweden,SEK,SPLIT,39231.22,16506,647550508.58,50683.45,17.29,2930.76,12364.85,2.165,0.3415,0.0026,1.777,1.911,-0.033307,0.0033,MIXED,LOW,STRONG_BUY,89.5,AA,13141627.61,10.0,Q4,2021
TXN101866,2021-11-24,2021-11-24 14:19:45,Essity,ESSI,Consumer Staples,Sweden,SEK,SELL,334265.96,7904,2642038139.22,205629.75,21.1,9745.37,76577.3,1.092,0.2703,0.0205,0.722,1.741,0.001774,0.0133,EQUITY,MEDIUM,HOLD,86.4,BBB+,107188233.66,7.6,Q4,2021
TXN101869,2021-11-25,2021-11-25 14:31:01,Sandvik,SAND,Industrials,Sweden,SEK,BUY,102306.58,4656,476339418.91,184855.28,15.68,11787.55,174774.56,2.393,0.299,0.0068,1.815,1.549,0.00646,0.0105,FIXED_INCOME,HIGH,HOLD,48.9,A,12513786.68,7.2,Q4,2021
TXN101870,2021-11-25,2021-11-25 15:23:13,Sandvik,SAND,Industrials,Sweden,SEK,BUY,243154.99,7223,1756308475.52,264325.87,12.09,21861.46,99281.13,1.038,0.1445,0.048,1.918,1.744,0.026949,0.0019,VALUE,VERY_HIGH,STRONG_SELL,48.6,A,35958722.09,9.8,Q4,2021
TXN101868,2021-11-25,2021-11-25 11:26:54,SKF,SKF,Industrials,Sweden,SEK,SELL,70020.04,1479,103559646.04,86665.09,15.6,5554.3,84347.92,2.375,0.316,0.0051,1.361,2.381,0.003579,0.0033,EQUITY,MEDIUM,HOLD,90.7,BBB,3630290.79,4.0,Q4,2021
TXN101871,2021-11-25,2021-11-25 15:40:06,H&M,H&M,Consumer Discretionary,Sweden,SEK,SPLIT,104262.88,5591,582933755.64,170288.61,21.13,8057.73,84806.31,1.879,0.2736,0.0283,1.92,0.108,-0.003463,0.0035,FIXED_INCOME,HIGH,BUY,90.4,AA,11460707.18,6.0,Q4,2021
TXN101872,2021-11-26,2021-11-26 16:56:33,ABB Ltd,ABB,Industrials,Switzerland,CHF,SELL,637096.11,11059,7045645927.03,612885.47,14.94,41021.67,374308.61,0.432,0.1839,0.0367,1.895,1.717,0.002586,0.0132,VALUE,VERY_HIGH,SELL,49.2,BB,108441375.0,5.0,Q4,2021
TXN101873,2021-11-26,2021-11-26 14:56:21,Swedbank,SWED,Financials,Sweden,SEK,SELL,71941.11,4429,318627196.69,139101.52,17.24,8068.4,58460.14,1.143,0.2378,0.0049,1.635,1.805,-0.003134,0.0137,MIXED,HIGH,SELL,58.1,AA+,261127.86,6.6,Q4,2021
TXN101877,2021-11-27,2021-11-27 10:00:31,Telia Company,TELI,Communication Services,Sweden,SEK,BUY,76975.76,4601,354165455.73,121643.25,14.91,8160.25,72546.05,0.855,0.0646,0.0277,1.649,-0.434,-0.012511,0.0163,MIXED,HIGH,BUY,61.2,BBB+,4555239.69,3.6,Q4,2021
TXN101876,2021-11-27,2021-11-27 16:36:50,Nordea Bank,NORD,Financials,Finland,EUR,DIVIDEND,221840.85,2825,626700393.15,286911.4,15.68,18297.02,201727.65,1.074,0.3121,0.0327,0.601,1.024,0.025663,0.0159,GROWTH,MEDIUM,SELL,35.9,BBB+,17960287.17,5.6,Q4,2021
TXN101875,2021-11-27,2021-11-27 14:53:39,Atlas Copco,ATLA,Industrials,Sweden,SEK,SELL,410489.76,5151,2114432734.85,468768.44,23.34,20087.3,244312.37,0.784,0.0971,0.007,1.818,0.334,0.005003,0.0023,EQUITY,VERY_HIGH,SELL,84.9,A-,70537892.3,9.7,Q4,2021
TXN101874,2021-11-27,2021-11-27 15:17:19,Hexagon AB,HEXA,Technology,Sweden,SEK,SELL,505125.38,4546,2296299957.86,323505.0,25.02,12927.7,56839.47,2.239,0.2124,0.0073,1.508,-0.086,-0.015994,0.0044,VALUE,MEDIUM,SELL,68.8,BBB+,43335038.26,3.3,Q4,2021
TXN101878,2021-11-28,2021-11-28 11:33:18,SEB,SEB,Financials,Sweden,SEK,SELL,380384.51,10343,3934317021.32,342518.79,13.48,25410.6,148098.74,1.622,0.2001,0.0296,1.886,1.102,0.029295,0.0078,GROWTH,LOW,HOLD,76.6,AA+,15366885.84,5.8,Q4,2021
TXN101879,2021-11-28,2021-11-28 11:19:31,SSAB,SSAB,Materials,Sweden,SEK,SELL,62806.85,11867,745328946.19,78931.15,8.77,9000.23,140603.79,1.569,0.125,0.0246,1.746,0.097,0.000436,0.0121,VALUE,VERY_HIGH,HOLD,78.5,A,17404982.98,4.2,Q4,2021
TXN101880,2021-11-28,2021-11-28 13:00:29,Spotify,SPOT,Technology,Sweden,SEK,BUY,287663.68,1839,529013516.57,366471.71,35.2,10410.57,44191.72,2.347,0.1433,0.0502,1.163,1.463,-0.006121,0.0094,EQUITY,LOW,BUY,55.2,AA+,2558543.7,6.7,Q4,2021
TXN101881,2021-11-29,2021-11-29 13:52:37,Ericsson,ERIC,Technology,Sweden,SEK,SELL,346885.07,1777,616414772.66,277751.11,37.35,7437.28,41450.1,0.736,0.1296,0.0188,1.696,0.132,0.020076,0.011,FIXED_INCOME,LOW,HOLD,76.9,A+,10400690.16,5.1,Q4,2021
TXN101882,2021-11-29,2021-11-29 16:19:00,Nordea Bank,NORD,Financials,Finland,EUR,SELL,637235.73,5593,3564059421.86,393090.48,14.26,27568.04,317410.06,1.575,0.2624,0.0233,0.869,1.537,-0.011616,0.0113,EQUITY,MEDIUM,SELL,61.3,A,43662132.3,8.2,Q4,2021
TXN101883,2021-11-30,2021-11-30 09:03:16,Investor AB,INVE,Financials,Sweden,SEK,RIGHTS_ISSUE,352275.59,18468,6505825541.54,635066.99,15.29,41535.11,291872.6,0.278,0.1203,0.0015,1.185,0.478,0.009992,0.0061,MIXED,MEDIUM,SELL,66.4,A,71541507.88,8.0,Q4,2021
TXN101884,2021-12-02,2021-12-02 13:50:54,SEB,SEB,Financials,Sweden,SEK,BUY,175761.34,15772,2772107877.49,345316.15,9.62,35891.69,248923.36,1.899,0.1361,0.0552,1.833,-0.189,-0.029342,0.0188,MIXED,MEDIUM,STRONG_BUY,81.7,BBB+,79242737.34,5.0,Q4,2021
TXN101886,2021-12-03,2021-12-03 12:27:37,ABB Ltd,ABB,Industrials,Switzerland,CHF,DIVIDEND,281114.88,1822,512191306.07,451435.48,16.02,28180.58,222938.91,1.346,0.2301,0.035,1.446,2.034,0.003538,0.0058,FIXED_INCOME,VERY_HIGH,SELL,79.2,BBB-,19689661.72,7.7,Q4,2021
TXN101887,2021-12-03,2021-12-03 12:02:30,H&M,H&M,Consumer Discretionary,Sweden,SEK,BUY,169266.52,6242,1056561622.39,178779.58,29.46,6067.99,113675.92,1.675,0.28,0.0201,0.614,1.957,-0.022183,0.0111,MIXED,HIGH,SELL,60.9,BBB,41991207.36,6.0,Q4,2021
